"Id","Pred"
"2017_1112_1116",0.614035742186318
"2017_1112_1124",0.571251192756585
"2017_1116_1124",0.431696925835823
"2017_1112_1137",0.828201022434564
"2017_1116_1137",0.73318414926581
"2017_1124_1137",0.796105226059997
"2017_1112_1139",0.695841866625471
"2017_1116_1139",0.566279438222396
"2017_1124_1139",0.649562457499439
"2017_1137_1139",0.422298207413933
"2017_1112_1153",0.537240501858987
"2017_1116_1153",0.398958684484648
"2017_1124_1153",0.484684020614121
"2017_1137_1153",0.270375941984499
"2017_1139_1153",0.513712470573262
"2017_1112_1166",0.802063214113258
"2017_1116_1166",0.697925607542701
"2017_1124_1166",0.766490978610634
"2017_1137_1166",0.56407375344103
"2017_1139_1166",0.786646003836294
"2017_1153_1166",0.848644927994263
"2017_1112_1173",0.794760015821179
"2017_1116_1173",0.688285162219449
"2017_1124_1173",0.758277735851046
"2017_1137_1173",0.552818372648898
"2017_1139_1173",0.778934082971312
"2017_1153_1173",0.842716351766414
"2017_1166_1173",0.789496158217098
"2017_1112_1181",0.507136121951571
"2017_1116_1181",0.371267111844067
"2017_1124_1181",0.454677457581619
"2017_1137_1181",0.247248344012805
"2017_1139_1181",0.483565515128277
"2017_1153_1181",0.587780445519851
"2017_1166_1181",0.5
"2017_1173_1181",0.185256225861878
"2017_1112_1190",0.865305738069301
"2017_1116_1190",0.785401978796658
"2017_1124_1190",0.838771922038252
"2017_1137_1190",0.671942952263768
"2017_1139_1190",0.853902566296494
"2017_1153_1190",0.898868977840272
"2017_1166_1190",0.861531143430791
"2017_1173_1190",0.586916755902401
"2017_1181_1190",0.914745840786168
"2017_1112_1195",0.866014092784151
"2017_1116_1195",0.786425411318379
"2017_1124_1195",0.839594003104574
"2017_1137_1195",0.673281235011306
"2017_1139_1195",0.854660931921986
"2017_1153_1195",0.899420517098886
"2017_1166_1195",0.862256241090856
"2017_1173_1195",0.588424904814118
"2017_1181_1195",0.915218509690824
"2017_1190_1195",0.641463354830017
"2017_1112_1196",0.532709022711186
"2017_1116_1196",0.394706881610418
"2017_1124_1196",0.48014336347028
"2017_1137_1196",0.266802910302328
"2017_1139_1196",0.509167570503304
"2017_1153_1196",0.6132507428335
"2017_1166_1196",0.524744960349228
"2017_1173_1196",0.201218482642232
"2017_1181_1196",0.655509745227736
"2017_1190_1196",0.237524803395558
"2017_1195_1196",0.359610897648288
"2017_1112_1199",0.604865810525251
"2017_1116_1199",0.465037643917995
"2017_1124_1199",0.552618360113959
"2017_1137_1199",0.330797690965784
"2017_1139_1199",0.581444478389255
"2017_1153_1199",0.678213315608733
"2017_1166_1199",0.596926239967538
"2017_1173_1199",0.25195065532324
"2017_1181_1199",0.717848098296792
"2017_1190_1199",0.294041218725458
"2017_1195_1199",0.426955327905788
"2017_1196_1199",0.671536731333864
"2017_1112_1211",0.409954151512441
"2017_1116_1211",0.283450299417636
"2017_1124_1211",0.361638635418344
"2017_1137_1211",0.181275545531183
"2017_1139_1211",0.387850719135094
"2017_1153_1211",0.48957265929167
"2017_1166_1211",0.402393976647122
"2017_1173_1211",0.132904014911602
"2017_1181_1211",0.536579899362713
"2017_1190_1211",0.15934319876927
"2017_1195_1211",0.253063670915775
"2017_1196_1211",0.481972377440002
"2017_1199_1211",0.5
"2017_1112_1233",0.842342588458826
"2017_1116_1233",0.752773030491379
"2017_1124_1233",0.812276621346981
"2017_1137_1233",0.632766018592163
"2017_1139_1233",0.829379936025815
"2017_1153_1233",0.88086116928848
"2017_1166_1233",0.838044783282748
"2017_1173_1233",0.541259960116223
"2017_1181_1233",0.899264937374096
"2017_1190_1233",0.593996848489128
"2017_1195_1233",0.722822708237582
"2017_1196_1233",0.877624666205967
"2017_1199_1233",0.884232746011131
"2017_1211_1233",0.971765243193275
"2017_1112_1235",0.526872821250464
"2017_1116_1235",0.389273627298605
"2017_1124_1235",0.474305937849997
"2017_1137_1235",0.262249138105043
"2017_1139_1235",0.5
"2017_1153_1235",0.607418880346563
"2017_1166_1235",0.518902361553498
"2017_1173_1235",0.197482606825689
"2017_1181_1235",0.650204995724153
"2017_1190_1235",0.233311739502119
"2017_1195_1235",0.354493482887355
"2017_1196_1235",0.599849737280112
"2017_1199_1235",0.615512411048143
"2017_1211_1235",0.877828441861131
"2017_1233_1235",0.108725786553641
"2017_1112_1240",0.905044361680658
"2017_1116_1240",0.844493351939503
"2017_1124_1240",0.885331108509038
"2017_1137_1240",0.75230645867659
"2017_1139_1240",0.896618313160246
"2017_1153_1240",0.929471144236243
"2017_1166_1240",0.902262706934858
"2017_1173_1240",0.677680450955909
"2017_1181_1240",0.940845317793487
"2017_1190_1240",0.722227133297907
"2017_1195_1240",0.822995800043665
"2017_1196_1240",0.927451894053837
"2017_1199_1240",0.931568526869356
"2017_1211_1240",0.983952719700695
"2017_1233_1240",0.510351684369985
"2017_1235_1240",0.90929259105774
"2017_1112_1242",0.588218930573008
"2017_1116_1242",0.448451972795705
"2017_1124_1242",0.535947732353058
"2017_1137_1242",0.312716699881629
"2017_1139_1242",0.564821287482548
"2017_1153_1242",0.663418757891922
"2017_1166_1242",0.580295445863364
"2017_1173_1242",0.23953300496394
"2017_1181_1242",0.704080303237619
"2017_1190_1242",0.280326456282978
"2017_1195_1242",0.410855148871025
"2017_1196_1242",0.656590650758317
"2017_1199_1242",0.670631101402111
"2017_1211_1242",0.901960142857629
"2017_1233_1242",0.135057798376182
"2017_1235_1242",0.600745914761162
"2017_1240_1242",0.176773449273375
"2017_1112_1243",0.789501295614801
"2017_1116_1243",0.681399104830043
"2017_1124_1243",0.752379915780907
"2017_1137_1243",0.544885898816937
"2017_1139_1243",0.773387705126981
"2017_1153_1243",0.838430951954002
"2017_1166_1243",0.784139973805556
"2017_1173_1243",0.453195727612837
"2017_1181_1243",0.862390000674576
"2017_1190_1243",0.50612323348932
"2017_1195_1243",0.64686345737522
"2017_1196_1243",0.834256741274105
"2017_1199_1243",0.842791885314507
"2017_1211_1243",0.96029258834265
"2017_1233_1243",0.291187227760694
"2017_1235_1243",0.797770299106889
"2017_1240_1243",0.362802628259185
"2017_1242_1243",0.768109523464437
"2017_1112_1245",0.854486354223158
"2017_1116_1245",0.769897832944889
"2017_1124_1245",0.826251169893517
"2017_1137_1245",0.651888721339818
"2017_1139_1245",0.842333499341679
"2017_1153_1245",0.890415740754615
"2017_1166_1245",0.85046050704556
"2017_1173_1245",0.564679480516255
"2017_1181_1245",0.907490568974646
"2017_1190_1245",0.617454203974077
"2017_1195_1245",0.741304188743749
"2017_1196_1245",0.887407037980729
"2017_1199_1245",0.893548094542043
"2017_1211_1245",0.974237305962135
"2017_1233_1245",0.392013981385808
"2017_1235_1245",0.86066101381781
"2017_1240_1245",0.469154961565869
"2017_1242_1245",0.838318164093193
"2017_1243_1245",0.673694063359429
"2017_1112_1246",0.612667605682455
"2017_1116_1246",0.472831890513697
"2017_1124_1246",0.560399208326615
"2017_1137_1246",0.337339557098085
"2017_1139_1246",0.589217126815706
"2017_1153_1246",0.685011486430987
"2017_1166_1246",0.604714070186511
"2017_1173_1246",0.257900499724178
"2017_1181_1246",0.724149817269462
"2017_1190_1246",0.300585646289221
"2017_1195_1246",0.434572107162243
"2017_1196_1246",0.678409059511989
"2017_1199_1246",0.691976002297586
"2017_1211_1246",0.910321018057939
"2017_1233_1246",0.146962332936941
"2017_1235_1246",0.625268753067808
"2017_1240_1246",0.191540630486311
"2017_1242_1246",0.581808981499694
"2017_1243_1246",0.358291005762876
"2017_1245_1246",0.275133964787275
"2017_1112_1257",0.437550873548822
"2017_1116_1257",0.307230897772675
"2017_1124_1257",0.387427912048591
"2017_1137_1257",0.198862960446681
"2017_1139_1257",0.414725766852801
"2017_1153_1257",0.518142413412022
"2017_1166_1257",0.429766229658505
"2017_1173_1257",0.146639035207422
"2017_1181_1257",0.564996081955647
"2017_1190_1257",0.17525826651547
"2017_1195_1257",0.275274264167566
"2017_1196_1257",0.510540715034818
"2017_1199_1257",0.526247798878904
"2017_1211_1257",0.83370312629767
"2017_1233_1257",0.0784981036493403
"2017_1235_1257",0.449940979609716
"2017_1240_1257",0.104862056542677
"2017_1242_1257",0.407613799563972
"2017_1243_1257",0.214868063632646
"2017_1245_1257",0.158020931375402
"2017_1246_1257",0.608607678169922
"2017_1112_1266",0.605949882271531
"2017_1116_1266",0.466120332009631
"2017_1124_1266",0.553700867129043
"2017_1137_1266",0.331702178051191
"2017_1139_1266",0.582525214422623
"2017_1153_1266",0.679163345172041
"2017_1166_1266",0.598008619064245
"2017_1173_1266",0.252772618528566
"2017_1181_1266",0.718729678952459
"2017_1190_1266",0.294946358050102
"2017_1195_1266",0.428011437856352
"2017_1196_1266",0.672496952691925
"2017_1199_1266",0.686197914902459
"2017_1211_1266",0.908094467280589
"2017_1233_1266",0.143613368473716
"2017_1235_1266",0.618524339106668
"2017_1240_1266",0.187399004888189
"2017_1242_1266",0.575118933434938
"2017_1243_1266",0.352413841635718
"2017_1245_1266",0.269787993670941
"2017_1246_1266",0.752843702604501
"2017_1257_1266",0.661799792160956
"2017_1112_1268",0.775148859768577
"2017_1116_1268",0.662838470370412
"2017_1124_1268",0.736351485581625
"2017_1137_1268",0.523896648549677
"2017_1139_1268",0.758278170556103
"2017_1153_1268",0.826665250191522
"2017_1166_1268",0.769530573962152
"2017_1173_1268",0.43251971597713
"2017_1181_1268",0.85205921086723
"2017_1190_1268",0.485068451889652
"2017_1195_1268",0.629736704143101
"2017_1196_1268",0.822252720952873
"2017_1199_1268",0.831278827994132
"2017_1211_1268",0.956957197957124
"2017_1233_1268",0.274110902199476
"2017_1235_1268",0.783824170757979
"2017_1240_1268",0.344508218146847
"2017_1242_1268",0.752761874635906
"2017_1243_1268",0.548205955099615
"2017_1245_1268",0.45416991295871
"2017_1246_1268",0.87290478125033
"2017_1257_1268",0.815088812716324
"2017_1266_1268",0.574782911866152
"2017_1112_1274",0.712188157942761
"2017_1116_1274",0.585743578268265
"2017_1124_1274",0.667206067600931
"2017_1137_1274",0.441389175650581
"2017_1139_1274",0.692476590506875
"2017_1153_1274",0.773859560687422
"2017_1166_1274",0.705597727230395
"2017_1173_1274",0.355641285937192
"2017_1181_1274",0.805127544065875
"2017_1190_1274",0.403933482298875
"2017_1195_1274",0.547285577967121
"2017_1196_1274",0.768487179887748
"2017_1199_1274",0.779495561947228
"2017_1211_1274",0.941060038000883
"2017_1233_1274",0.213262983228321
"2017_1235_1274",0.722416018677627
"2017_1240_1274",0.271550210714331
"2017_1242_1274",0.68608215345748
"2017_1243_1274",0.465498639500061
"2017_1245_1274",0.375220014185554
"2017_1246_1274",0.831265061734694
"2017_1257_1274",0.759801857422
"2017_1266_1274",0.492194704003049
"2017_1268_1274",0.426339430411699
"2017_1112_1276",0.37589267582283
"2017_1116_1276",0.254631528298932
"2017_1124_1276",0.330277798645244
"2017_1137_1276",0.160517895127713
"2017_1139_1276",0.354954012521568
"2017_1153_1276",0.453081723569162
"2017_1166_1276",0.36871292232123
"2017_1173_1276",0.11689442785705
"2017_1181_1276",0.5
"2017_1190_1276",0.140665459174691
"2017_1195_1276",0.226358434854579
"2017_1196_1276",0.445579497290098
"2017_1199_1276",0.461122281906576
"2017_1211_1276",0.794243241121356
"2017_1233_1276",0.0615779974575963
"2017_1235_1276",0.387412544629107
"2017_1240_1276",0.08276965100047
"2017_1242_1276",0.348493302309259
"2017_1243_1276",0.17410760546239
"2017_1245_1276",0.126309343459598
"2017_1246_1276",0.543797708420913
"2017_1257_1276",0.433780387059723
"2017_1266_1276",0.1900403543864
"2017_1268_1276",0.152372005438439
"2017_1274_1276",0.389260254225944
"2017_1112_1277",0.785038322418678
"2017_1116_1277",0.675591197013857
"2017_1124_1277",0.747385106445038
"2017_1137_1277",0.53825912880004
"2017_1139_1277",0.768684932283728
"2017_1153_1277",0.834783240403846
"2017_1166_1277",0.779595683577045
"2017_1173_1277",0.446629017772283
"2017_1181_1277",0.859192149237075
"2017_1190_1277",0.5
"2017_1195_1277",0.644235665766098
"2017_1196_1277",0.830534148306949
"2017_1199_1277",0.839223505941013
"2017_1211_1277",0.959266065592266
"2017_1233_1277",0.285722570257271
"2017_1235_1277",0.793435765763307
"2017_1240_1277",0.356950414652803
"2017_1242_1277",0.763331188616405
"2017_1243_1277",0.562518513097732
"2017_1245_1277",0.46846198288504
"2017_1246_1277",0.8791723755687
"2017_1257_1277",0.8236307949061
"2017_1266_1277",0.589076421571885
"2017_1268_1277",0.522867760329508
"2017_1274_1277",0.794745957122144
"2017_1276_1277",0.890797692945008
"2017_1112_1278",0.672568516660202
"2017_1116_1278",0.539502524036729
"2017_1124_1278",0.626810350529231
"2017_1137_1278",0.396695387728154
"2017_1139_1278",0.651471774303881
"2017_1153_1278",0.739614283460289
"2017_1166_1278",0.665497147499333
"2017_1173_1278",0.312199347165802
"2017_1181_1278",0.774214537172884
"2017_1190_1278",0.36138333771977
"2017_1195_1278",0.5
"2017_1196_1278",0.733710747445977
"2017_1199_1278",0.745820469384386
"2017_1211_1278",0.929856438549445
"2017_1233_1278",0.183685441830784
"2017_1235_1278",0.683578332598854
"2017_1240_1278",0.236316948991566
"2017_1242_1278",0.644662275719182
"2017_1243_1278",0.41985088788745
"2017_1245_1278",0.334706115328484
"2017_1246_1278",0.803462505214743
"2017_1257_1278",0.724192194825462
