id,pred
2013_1103_1107,0.505317055415866
2013_1103_1112,0.312772507381757
2013_1107_1112,0.249386311588036
2013_1103_1125,0.468605940039065
2013_1107_1125,0.391636043843496
2013_1112_1125,0.751325503973825
2013_1103_1129,0.502795284160418
2013_1107_1129,0.424697836868129
2013_1112_1129,0.776019228987615
2013_1125_1129,0.711426598084038
2013_1103_1137,0.882402812613338
2013_1107_1137,0.845624155701209
2013_1112_1137,0.962558653177556
2013_1125_1137,0.948168052527117
2013_1129_1137,0.8914380753541
2013_1103_1139,0.288540332804045
2013_1107_1139,0.228432646991756
2013_1112_1139,0.581504358255904
2013_1125_1139,0.497164446253623
2013_1129_1139,0.307389491596352
2013_1137_1139,0.0906189506154277
2013_1103_1143,0.741574947754172
2013_1107_1143,0.676880342798077
2013_1112_1143,0.907677927241902
2013_1125_1143,0.874934565848418
2013_1129_1143,0.758468653326563
2013_1137_1143,0.41351665497388
2013_1139_1143,0.943767838611006
2013_1103_1153,0.342471429192354
2013_1107_1153,0.275479130171546
2013_1112_1153,0.640868543708029
2013_1125_1153,0.559428143669022
2013_1129_1153,0.363045908181888
2013_1137_1153,0.113455867997858
2013_1139_1153,0.752859355801879
2013_1143_1153,0.234836885754537
2013_1103_1160,0.520269587505268
2013_1107_1160,0.441870070344573
2013_1112_1160,0.787940995828012
2013_1125_1160,0.725570595390445
2013_1129_1160,0.542709294531963
2013_1137_1160,0.210403625691104
2013_1139_1160,0.863814913868418
2013_1143_1160,0.389889892626713
2013_1153_1160,0.480563729376569
2013_1103_1161,0.282311279988208
2013_1107_1161,0.223094311819828
2013_1112_1161,0.57405383017643
2013_1125_1161,0.48953049770921
2013_1129_1161,0.300925634322254
2013_1137_1161,0.0881333593101188
2013_1139_1161,0.697030110300759
2013_1143_1161,0.188173303069992
2013_1153_1161,0.25125450702864
2013_1160_1161,0.516102597910231
2013_1103_1166,0.51289352479856
2013_1107_1166,0.434598574798256
2013_1112_1166,0.782963642787514
2013_1125_1166,0.719650179521946
2013_1129_1166,0.535370129670506
2013_1137_1166,0.205538451893242
2013_1139_1166,0.860302699880459
2013_1143_1166,0.382886976152055
2013_1153_1166,0.473195335060587
2013_1160_1166,0.740591250806583
2013_1161_1166,0.683437854435415
2013_1103_1172,0.702465706076506
2013_1107_1172,0.632828027383621
2013_1112_1172,0.889976681575493
2013_1125_1172,0.851979111276728
2013_1129_1172,0.720954018366506
2013_1137_1172,0.367129795437698
2013_1139_1172,0.932471440969505
2013_1143_1172,0.581800547585815
2013_1153_1172,0.668223246199955
2013_1160_1172,0.864891442057072
2013_1161_1172,0.828793090152702
2013_1166_1172,0.79515826573283
2013_1103_1181,0.214819835032479
2013_1107_1181,0.166475878915733
2013_1112_1181,0.483836219592244
2013_1125_1181,0.40011835506462
2013_1129_1181,0.230412795763945
2013_1137_1181,0.0629892609101619
2013_1139_1181,0.615409159142017
2013_1143_1181,0.13883363271232
2013_1153_1181,0.189230095034102
2013_1160_1181,0.42588626813894
2013_1161_1181,0.359373841784355
2013_1166_1181,0.310265774965804
2013_1172_1181,0.0877738865612024
2013_1103_1195,0.648338798961827
2013_1107_1195,0.573720343489718
2013_1112_1195,0.863324487403141
2013_1125_1195,0.818004622176136
2013_1129_1195,0.668603768089637
2013_1137_1195,0.31176689691003
2013_1139_1195,0.915131596313464
2013_1143_1195,0.520699986824963
2013_1153_1195,0.61131380437076
2013_1160_1195,0.833300773771079
2013_1161_1195,0.790803547343583
2013_1166_1195,0.75193920328005
2013_1172_1195,0.393346909109229
2013_1181_1195,0.926550342367699
2013_1103_1196,0.176359787418827
2013_1107_1196,0.135180913260734
2013_1112_1196,0.42317044030544
2013_1125_1196,0.342974635277379
2013_1129_1196,0.189836031224101
2013_1137_1196,0.0499816844458213
2013_1139_1196,0.556017145264348
2013_1143_1196,0.112036539981638
2013_1153_1196,0.154450281141619
2013_1160_1196,0.367315825583777
2013_1161_1196,0.305089682120107
2013_1166_1196,0.260384472037016
2013_1172_1196,0.0700306908881543
2013_1181_1196,0.594334969749256
2013_1195_1196,0.136770749056757
2013_1103_1207,0.374512036841196
2013_1107_1207,0.304151325616967
2013_1112_1207,0.672282724053624
2013_1125_1207,0.59344694312576
2013_1129_1207,0.395852561257007
2013_1137_1207,0.128249560216795
2013_1139_1207,0.777872776163576
2013_1143_1207,0.260801670718267
2013_1153_1207,0.338090499789455
2013_1160_1207,0.618821755526444
2013_1161_1207,0.551101568792424
2013_1166_1207,0.496082151332756
2013_1172_1207,0.1739455322419
