"","id","pred"
"1","2013_1103_1107",0.467066054285921
"2","2013_1103_1112",0.284323739800463
"3","2013_1107_1112",0.198965493682523
"4","2013_1103_1125",0.382136850613579
"5","2013_1107_1125",0.278855377204017
"6","2013_1112_1125",0.612736164315692
"7","2013_1103_1129",0.423970973247137
"8","2013_1107_1129",0.315149966104573
"9","2013_1112_1129",0.653129378186184
"10","2013_1125_1129",0.462584991007982
"11","2013_1103_1137",0.382334667534046
"12","2013_1107_1137",0.279023873825652
"13","2013_1112_1137",0.612934933374313
"14","2013_1125_1137",0.419920995760165
"15","2013_1129_1137",0.346105315070152
"16","2013_1103_1139",0.284285720849379
"17","2013_1107_1139",0.198935715892801
"18","2013_1112_1139",0.504003712270052
"19","2013_1125_1139",0.317182889298161
"20","2013_1129_1139",0.253533649952697
"21","2013_1137_1139",0.317182889298161
"22","2013_1103_1143",0.402022978514466
"23","2013_1107_1143",0.295941156574026
"24","2013_1112_1143",0.632341099478823
"25","2013_1125_1143",0.440165517469704
"26","2013_1129_1143",0.365030554498634
"27","2013_1137_1143",0.440165517469704
"28","2013_1139_1143",0.632341099478823
"29","2013_1103_1153",0.358837644715754
"30","2013_1107_1153",0.259211489395721
"31","2013_1112_1153",0.588775041645162
"32","2013_1125_1153",0.395593473464427
"33","2013_1129_1153",0.323668082145971
"34","2013_1137_1153",0.395593473464427
"35","2013_1139_1153",0.588775041645162
"36","2013_1143_1153",0.358837644715754
"37","2013_1103_1160",0.360430863013726
"38","2013_1107_1160",0.260542119910521
"39","2013_1112_1160",0.590449009685482
"40","2013_1125_1160",0.397248774587829
"41","2013_1129_1160",0.325184346107497
"42","2013_1137_1160",0.397248774587829
"43","2013_1139_1160",0.590449009685482
"44","2013_1143_1160",0.360430863013726
"45","2013_1153_1160",0.435268063620509
"46","2013_1103_1161",0.319619633356327
"47","2013_1107_1161",0.227026401030128
"48","2013_1112_1161",0.545820103669505
"49","2013_1125_1161",0.354579921042156
"50","2013_1129_1161",0.286575804112503
"51","2013_1137_1161",0.354579921042156
"52","2013_1139_1161",0.545820103669505
"53","2013_1143_1161",0.319619633356327
"54","2013_1153_1161",0.391165701655491
"55","2013_1160_1161",0.391165701655491
"56","2013_1103_1166",0.304093698404492
