id,pred
2013_1103_1107,0.65964654840833
2013_1103_1112,0.276026087263294
2013_1103_1125,0.126618314112605
2013_1103_1129,0.370547357456863
2013_1103_1137,0.182902545894013
2013_1103_1139,0.596061175163045
2013_1103_1143,0.504940107491931
2013_1103_1153,0.279453415897994
2013_1103_1160,0.718839070080433
2013_1103_1161,0.669487399205739
2013_1103_1166,0.492694320833332
2013_1103_1172,0.269697015966318
2013_1103_1181,0.708833301059432
2013_1103_1195,0.658559555701638
2013_1103_1196,0.394532019500148
2013_1103_1207,0.396391102853366
2013_1103_1211,0.199813460364627
2013_1103_1217,0.62208892113404
2013_1103_1228,0.566007819332741
2013_1103_1231,0.30584821620845
2013_1103_1233,0.425096563518288
2013_1103_1235,0.470092460523585
2013_1103_1241,0.252238563831224
2013_1103_1242,0.689798210705951
2013_1103_1243,0.637916684614295
2013_1103_1247,0.37312124697388
2013_1103_1251,0.499716558332312
2013_1103_1254,0.712447586136548
2013_1103_1257,0.404699582977748
2013_1103_1266,0.20540373009962
2013_1103_1272,0.630189082955848
2013_1103_1274,0.574487820784705
2013_1103_1276,0.313243759217731
2013_1103_1277,0.433574533329133
2013_1103_1278,0.655014090125675
2013_1103_1279,0.369708592346481
2013_1103_1281,0.477650341856245
2013_1103_1285,0.257999211578462
2013_1103_1292,0.696247289650755
2013_1103_1299,0.644889102828897
2013_1103_1301,0.380238785752412
2013_1103_1307,0.507294763969255
2013_1103_1308,0.718617866607831
2013_1103_1314,0.441024739648495
2013_1103_1322,0.505988512553753
2013_1103_1323,0.304776035506114
2013_1103_1326,0.142877603986682
2013_1103_1328,0.523555644116399
2013_1103_1329,0.465417712540835
2013_1103_1332,0.227280103696314
2013_1103_1334,0.330479428656998
2013_1103_1338,0.550432292141993
2013_1103_1355,0.274441646160327
2013_1103_1361,0.329324150810581
2013_1103_1380,0.412833452950743
2013_1103_1387,0.408601872544511
2013_1103_1388,0.208055950534025
2013_1103_1393,0.633950208499245
2013_1103_1396,0.578436488872281
2013_1103_1417,0.316733389496002
2013_1103_1424,0.437550603235608
2013_1103_1433,0.658659490762988
2013_1103_1434,0.373485163701574
2013_1103_1437,0.436264923818263
2013_1103_1443,0.525638597619033
2013_1103_1455,0.642238182155544
2013_1103_1458,0.512714461869566
2013_1107_1112,0.285760004924051
2013_1107_1125,0.725083227634659
2013_1107_1129,0.676334083744735
2013_1107_1137,0.413817099938631
2013_1107_1139,0.542275868473553
2013_1107_1143,0.746104545287072
2013_1107_1153,0.475849511202735
2013_1107_1160,0.540978442142673
2013_1107_1161,0.627910075346247
2013_1107_1166,0.732179509935515
2013_1107_1172,0.746113107252312
2013_1107_1181,0.192996285559226
2013_1107_1195,0.0833564371892726
2013_1107_1196,0.374793191793018
2013_1107_1207,0.322009802467145
2013_1107_1211,0.1382699750743
2013_1107_1217,0.212149362766818
2013_1107_1228,0.400451791545461
2013_1107_1231,0.171050085385837
2013_1107_1233,0.211277204159637
2013_1107_1235,0.277225758151032
2013_1107_1241,0.383240277907859
2013_1107_1242,0.400462643300556
2013_1107_1243,0.140539256389468
2013_1107_1247,0.602251943301673
2013_1107_1251,0.365382328310313
2013_1107_1254,0.791469546444083
2013_1107_1257,0.750440606515017
2013_1107_1266,0.503945044269205
2013_1107_1272,0.630298235328473
2013_1107_1274,0.808753564376157
2013_1107_1276,0.566432662473712
2013_1107_1277,0.629079649567721
2013_1107_1278,0.708322276961385
2013_1107_1279,0.797331202399774
2013_1107_1281,0.808760555180962
2013_1107_1285,0.508673159758372
2013_1107_1292,0.891866803049787
2013_1107_1299,0.18412671227433
2013_1107_1301,0.0790321485392197
2013_1107_1307,0.361309360625783
2013_1107_1308,0.309484929916273
2013_1107_1314,0.131505626873337
2013_1107_1322,0.202620571349702
2013_1107_1323,0.386615682678111
2013_1107_1326,0.162985400736843
2013_1107_1328,0.201777553406672
2013_1107_1329,0.265760002550511
2013_1107_1332,0.369632217877973
2013_1107_1334,0.38662640127751
2013_1107_1338,0.133681114041257
2013_1107_1355,0.55143269504825
2013_1107_1361,0.140929946321897
2013_1107_1380,0.281499335820108
2013_1107_1387,0.129659574120114
2013_1107_1388,0.495478294150426
2013_1107_1393,0.43759459387708
2013_1107_1396,0.20814998060289
2013_1107_1417,0.306104001901048
2013_1107_1424,0.522494252996804
2013_1107_1433,0.25263979353836
2013_1107_1434,0.304995117665538
2013_1107_1437,0.385884729827786
2013_1107_1443,0.504450736835897
2013_1107_1455,0.522505529731384
2013_1107_1458,0.211284932779399
2013_1112_1125,0.680932259597537
2013_1112_1129,0.221665102290785
2013_1112_1137,0.827876054898209
2013_1112_1139,0.132357309701474
2013_1112_1143,0.0548256966289607
2013_1112_1153,0.276612866130907
2013_1112_1160,0.232514260566687
2013_1112_1161,0.0928475676038585
2013_1112_1166,0.146585628949773
2013_1112_1172,0.29876191202392
2013_1112_1181,0.116312719489479
2013_1112_1195,0.145933080681011
2013_1112_1196,0.196568298668079
2013_1112_1207,0.283851798292506
2013_1112_1211,0.298771381334404
2013_1112_1217,0.0944530882413095
2013_1112_1228,0.453837118013252
2013_1112_1231,0.099819883078464
2013_1112_1233,0.651902032752366
2013_1112_1235,0.393486030158926
2013_1112_1241,0.655676730554515
2013_1112_1242,0.419981677930027
2013_1112_1243,0.82678858930644
2013_1112_1247,0.790872625528241
2013_1112_1251,0.56094799781017
2013_1112_1254,0.681945349430151
2013_1112_1257,0.841730585435825
2013_1112_1266,0.621646092741896
2013_1112_1272,0.680810790339726
2013_1112_1274,0.753335119462261
2013_1112_1276,0.831868349095985
2013_1112_1277,0.841736606691595
2013_1112_1278,0.565601133248922
2013_1112_1279,0.912070574709823
2013_1112_1281,0.580575001167953
2013_1112_1285,0.958978490336048
2013_1112_1292,0.890091841469444
2013_1112_1299,0.977366096205098
2013_1112_1301,0.239939042784576
2013_1112_1307,0.107172924916006
2013_1112_1308,0.441749573508047
2013_1112_1314,0.385348517138643
2013_1112_1322,0.174784566546023
2013_1112_1323,0.262236921913187
2013_1112_1326,0.468556697704126
2013_1112_1328,0.214070830018003
2013_1112_1329,0.261227124796002
2013_1112_1332,0.336122684248983
2013_1112_1334,0.450618064682694
2013_1112_1338,0.468567952649327
2013_1112_1355,0.177529663785559
2013_1112_1361,0.632296658415178
2013_1112_1380,0.186643916473023
2013_1112_1387,0.794892300563856
2013_1112_1388,0.573116750949457
2013_1112_1393,0.877429656025229
2013_1112_1396,0.105686591774427
2013_1112_1417,0.138290618811075
2013_1112_1424,0.0575138087362808
2013_1112_1433,0.28687473410208
2013_1112_1434,0.241686734160214
2013_1112_1437,0.0972081688427404
2013_1112_1443,0.153044257884974
2013_1112_1455,0.309493919337443
2013_1112_1458,0.121627607399755
2013_1125_1129,0.152368091333433
2013_1125_1137,0.204700950213445
2013_1125_1139,0.294272971708861
2013_1125_1143,0.309503578668411
2013_1125_1153,0.0988808739297273
2013_1125_1160,0.466434377502007
2013_1125_1161,0.104470229508586
2013_1125_1166,0.66331997668871
2013_1125_1172,0.405652318735766
2013_1125_1181,0.78444574261326
2013_1125_1195,0.0566724601322297
2013_1125_1196,0.29496644081846
2013_1125_1207,0.488266305298469
2013_1125_1211,0.266221424401846
2013_1125_1217,0.705162897537919
2013_1125_1228,0.654564251039385
2013_1125_1231,0.390307467137708
2013_1125_1233,0.517916319343935
2013_1125_1235,0.727134195625126
2013_1125_1241,0.451530339830139
2013_1125_1242,0.516611394947419
2013_1125_1243,0.604786456188631
2013_1125_1247,0.712569541451354
2013_1125_1251,0.727143163362953
2013_1125_1254,0.394817994009274
2013_1125_1257,0.838641204683921
2013_1125_1266,0.409533050917784
2013_1125_1272,0.921343435260551
2013_1125_1274,0.802286891664135
2013_1125_1276,0.955823572791569
2013_1125_1277,0.263179516721488
2013_1125_1278,0.713252499223458
2013_1125_1279,0.902872807962149
2013_1125_1281,0.467761921118535
